order_id,order_metric_cycle_time
68415457,41.48161636333768
68416227,41.3738989645069
68416397,43.5283474879151
68416643,43.35931279051441
68417497,41.7190195021408
68417778,42.187822551030365
68418092,43.223876381380926
68418711,41.038174238641396
68419094,35.381214530164854
68422045,33.865055081377726
68422092,51.69621695870138
68423162,47.22363086307751
68424858,52.01802712360373
68427588,49.82288405861753
68428457,44.78393299872463
68428840,41.52778591627029
68429364,41.16090523435163
68429881,48.58026798531007
68430392,42.04185411333715
68430452,42.964077731033385
68430487,45.09615629536199
68431370,37.45476413228677
68431672,39.27432158396488
68431673,44.02086946049168
68432360,47.198337539935835
68432364,43.28562567321037
68432554,49.07300237774313
68434497,50.79490487142045
68434849,46.853201432072964
68435423,42.49241938226911
68436272,33.919980108164
68436531,38.57652054608086
68436739,45.28705014426108
68437205,49.32548146942329
68437453,36.33998034562998
68437768,46.647447126483485
68437859,45.01859770695408
68438068,39.499548438795394
68438889,47.37848124048974
68440439,45.31392381417881
68440673,33.88252468221043
68441035,41.62694663397492
68441428,38.608939144485475
68442959,44.99242977974571
68443463,37.468635180053084
68444111,44.12310100279342
68446266,39.59400051808484
68446409,45.958570690514115
68447028,45.96771163127936
68448064,45.88192929089226
68448347,49.2189271043982
68448484,43.02610627993544
68448693,37.894085745580504
68449164,34.08320148234883
68451076,45.337383676596644
68451584,49.1097861227329
68451887,41.19696416224005
68451967,42.53801303618267
68452052,43.82675907235067
68452508,42.33740124716823
68454205,42.8894300238633
68455169,46.086689562077176
68455270,43.614609791642806
68456156,40.620229768632385
68456344,45.49014698109297
68457114,46.314619815949236
68457154,28.79175766064271
68458971,45.35437371361174
68459049,40.67789577881275
68460164,38.85182592099909
68461058,42.890288624392255
68462093,51.00617966117282
68462133,51.669321633391675
68462845,39.85690302518699
68463387,43.87109376627707
68463612,41.49594782822532
68463752,37.372061989973055
68463992,30.837544364468094
68464135,42.84286059030799
68464418,46.283569458956265
68464454,37.18835593973167
68464492,42.95061965039081
68464554,33.739144358624195
68464570,42.49230823678014
68464981,40.45399374032643
68465084,45.17071192998752
68465139,41.4052545705054
68465368,42.067477531397046
68465692,36.79349531010277
68466108,34.47194842476527
68466202,40.3307102605711
68467594,37.63155187713336
68468560,28.86020790550403
68469266,41.414628721798515
68469494,35.55567890302679
68469540,40.76025204319131
68470448,46.622093386497724
68470461,42.14147281378244
68470483,45.268051619513315
68471643,49.363359684549124
68471753,41.605159823755336
68472317,41.387190644756835
68473268,45.927313583382755
68474758,34.83048325725132
68474853,51.457685237938314
68475170,44.491915338206645
68475584,43.22798845344966
68475894,37.884739217593065
68475990,43.68524229818439
68476080,43.59862078410932
68476173,51.627414882673015
68476555,46.85626105432647
68478454,44.77565395956396
68478614,38.42354168459765
68479078,42.45940750386053
68479592,42.03946276180673
68479787,42.69456728702599
68480121,43.55525211741059
68480601,33.456840208108645
68481257,36.328825307855965
68481970,37.15747067529147
68482005,39.34327463335805
68482225,41.85032101952191
68482388,44.643258713093715
68482866,40.46657128130339
68483840,39.46566717637142
68484269,38.08905441730585
68484423,42.70159239046766
68484921,40.04973238537211
68485923,39.930023292592296
68486130,40.07831287552918
68487124,45.02289182136035
68487304,35.51855972544516
68487317,42.76176218540068
68488583,41.76901952441988
68490127,44.6772813460331
68490156,54.51399988845667
68491371,41.09299163830951
68494009,40.394577103320245
68494074,43.951058424319164
68494978,42.79400879263823
68495173,40.49339636881286
68495696,32.680048490994345
68499019,39.250594089922586
68500500,50.53187199733457
68501774,38.19449974093075
68502133,41.2686427595288
68502136,42.29257882604255
68503063,42.87741651492703
68503345,45.69190457553109
68503888,55.73675550931392
68504054,42.15369177333098
68504333,39.23825080365467
68507510,48.395876863059975
68508087,39.00096686329753
68508907,44.850585360397226
68509697,29.270367896520614
68511241,39.897874414640086
68512352,45.12771213438342
68512549,42.21855323990101
68513034,35.339521725094365
68515253,38.686852692380334
68515677,47.85979034980769
68516039,31.137981052286875
68516127,36.75925577337464
68516856,41.567627539694335
68517026,30.733879586188753
68517298,43.374417145866325
68517851,41.049966307448514
68517960,40.67615925505209
68518147,50.66172055392267
68518486,40.72075022442483
68518696,39.06411103028636
68518974,37.90014502249535
68519110,41.50402891056634
68520568,45.835085678737805
68520641,41.58208070792517
68520790,39.983404430431065
68522457,58.037242622839344
68524540,41.51225103080299
68524691,38.051468155255975
68526229,38.30598091481954
